Symptom_Text,Water_Color,Water_Odor,Disease
"feeling need to pass stool, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"fever, stomach pain, diarrhea (bloody), feeling need to pass stool",Cloudy,None,Shigellosis
"fever, stomach pain, diarrhea (bloody), feeling need to pass stool",Brown,Foul,Shigellosis
"diarrhea (bloody), fever",Brown,None,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool, fever",Cloudy,None,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool, fever",Brown,None,Shigellosis
"feeling need to pass stool, fever, diarrhea (bloody)",Brown,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain, fever",Cloudy,Foul,Shigellosis
"diarrhea (bloody), stomach pain",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, fever, stomach pain, diarrhea (bloody)",Brown,Foul,Shigellosis
"stomach pain, fever",Cloudy,None,Shigellosis
"feeling need to pass stool, fever, stomach pain, diarrhea (bloody)",Brown,Foul,Shigellosis
"diarrhea (bloody), fever, feeling need to pass stool",Cloudy,Foul,Shigellosis
"feeling need to pass stool, fever, diarrhea (bloody), stomach pain",Brown,Fecal,Shigellosis
"diarrhea (bloody), stomach pain, fever, feeling need to pass stool",Cloudy,None,Shigellosis
"stomach pain, fever, diarrhea (bloody)",Brown,Foul,Shigellosis
"stomach pain, diarrhea (bloody), fever, feeling need to pass stool",Brown,None,Shigellosis
"stomach pain, fever",Cloudy,Foul,Shigellosis
"stomach pain, feeling need to pass stool, diarrhea (bloody)",Brown,Foul,Shigellosis
"fever, feeling need to pass stool",Brown,None,Shigellosis
"stomach pain, diarrhea (bloody)",Cloudy,None,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain",Brown,Fecal,Shigellosis
"fever, feeling need to pass stool",Brown,None,Shigellosis
"diarrhea (bloody), stomach pain, fever, feeling need to pass stool",Brown,None,Shigellosis
"diarrhea (bloody), stomach pain, fever, feeling need to pass stool",Cloudy,Fecal,Shigellosis
"fever, diarrhea (bloody), feeling need to pass stool, stomach pain",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody)",Cloudy,None,Shigellosis
"diarrhea (bloody), fever, stomach pain",Cloudy,Foul,Shigellosis
"fever, stomach pain",Brown,Fecal,Shigellosis
"stomach pain, diarrhea (bloody), fever, feeling need to pass stool",Brown,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain",Cloudy,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Brown,Foul,Shigellosis
"fever, diarrhea (bloody), stomach pain, feeling need to pass stool",Cloudy,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain",Cloudy,None,Shigellosis
"fever, stomach pain, feeling need to pass stool",Brown,Foul,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool",Cloudy,None,Shigellosis
"feeling need to pass stool, fever",Brown,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain",Cloudy,None,Shigellosis
"feeling need to pass stool, stomach pain",Brown,Fecal,Shigellosis
"fever, feeling need to pass stool",Cloudy,None,Shigellosis
"diarrhea (bloody), stomach pain, feeling need to pass stool",Brown,Foul,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool, fever",Brown,None,Shigellosis
"diarrhea (bloody), fever, stomach pain, feeling need to pass stool",Brown,Fecal,Shigellosis
"stomach pain, fever, diarrhea (bloody), feeling need to pass stool",Brown,None,Shigellosis
"feeling need to pass stool, stomach pain, diarrhea (bloody), fever",Brown,Foul,Shigellosis
"stomach pain, fever",Brown,None,Shigellosis
"stomach pain, diarrhea (bloody)",Cloudy,Foul,Shigellosis
"feeling need to pass stool, stomach pain, diarrhea (bloody), fever",Cloudy,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain",Cloudy,Foul,Shigellosis
"fever, diarrhea (bloody), stomach pain, feeling need to pass stool",Brown,Fecal,Shigellosis
"diarrhea (bloody), stomach pain",Cloudy,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain, fever",Brown,None,Shigellosis
"feeling need to pass stool, fever",Brown,Fecal,Shigellosis
"diarrhea (bloody), stomach pain",Cloudy,None,Shigellosis
"stomach pain, feeling need to pass stool, fever, diarrhea (bloody)",Cloudy,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool, fever",Cloudy,Fecal,Shigellosis
"stomach pain, fever",Brown,Fecal,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,None,Shigellosis
"stomach pain, diarrhea (bloody), fever",Brown,None,Shigellosis
"stomach pain, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"fever, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, stomach pain, diarrhea (bloody), fever",Brown,Fecal,Shigellosis
"stomach pain, fever, diarrhea (bloody), feeling need to pass stool",Brown,None,Shigellosis
"stomach pain, feeling need to pass stool, diarrhea (bloody)",Brown,Fecal,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain, fever",Brown,Fecal,Shigellosis
"feeling need to pass stool, stomach pain, fever",Cloudy,Fecal,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool, fever",Cloudy,None,Shigellosis
"fever, feeling need to pass stool, stomach pain",Brown,None,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain",Cloudy,None,Shigellosis
"stomach pain, fever",Cloudy,Foul,Shigellosis
"stomach pain, fever, feeling need to pass stool, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, fever",Cloudy,Fecal,Shigellosis
"fever, diarrhea (bloody), feeling need to pass stool",Brown,Foul,Shigellosis
"stomach pain, diarrhea (bloody)",Brown,None,Shigellosis
"stomach pain, feeling need to pass stool, diarrhea (bloody), fever",Brown,None,Shigellosis
"diarrhea (bloody), stomach pain",Cloudy,Fecal,Shigellosis
"fever, stomach pain, feeling need to pass stool",Brown,None,Shigellosis
"feeling need to pass stool, fever",Brown,Fecal,Shigellosis
"fever, feeling need to pass stool, stomach pain, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"fever, stomach pain",Cloudy,Foul,Shigellosis
"diarrhea (bloody), stomach pain, fever, feeling need to pass stool",Brown,Foul,Shigellosis
"diarrhea (bloody), stomach pain, fever, feeling need to pass stool",Brown,Foul,Shigellosis
"feeling need to pass stool, stomach pain",Brown,Foul,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,Foul,Shigellosis
"fever, stomach pain, feeling need to pass stool",Brown,None,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain",Brown,None,Shigellosis
"stomach pain, feeling need to pass stool, fever",Cloudy,None,Shigellosis
"stomach pain, feeling need to pass stool, fever",Brown,Fecal,Shigellosis
"fever, feeling need to pass stool, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"fever, feeling need to pass stool, diarrhea (bloody), stomach pain",Cloudy,Foul,Shigellosis
"fever, feeling need to pass stool",Cloudy,Fecal,Shigellosis
"fever, feeling need to pass stool",Cloudy,None,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain, fever",Cloudy,Foul,Shigellosis
"feeling need to pass stool, stomach pain",Cloudy,None,Shigellosis
"stomach pain, fever, feeling need to pass stool, diarrhea (bloody)",Cloudy,Foul,Shigellosis
"fever, feeling need to pass stool, stomach pain, diarrhea (bloody)",Brown,Fecal,Shigellosis
"fever, diarrhea (bloody)",Brown,Foul,Shigellosis
"fever, stomach pain",Brown,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), feeling need to pass stool, fever",Brown,None,Shigellosis
"feeling need to pass stool, fever, diarrhea (bloody), stomach pain",Cloudy,Fecal,Shigellosis
"stomach pain, diarrhea (bloody), fever",Brown,Fecal,Shigellosis
"diarrhea (bloody), stomach pain, feeling need to pass stool",Brown,Foul,Shigellosis
"fever, diarrhea (bloody), feeling need to pass stool",Brown,None,Shigellosis
"feeling need to pass stool, stomach pain",Cloudy,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), fever, stomach pain",Brown,Foul,Shigellosis
"stomach pain, diarrhea (bloody), fever, feeling need to pass stool",Brown,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever, stomach pain",Cloudy,Fecal,Shigellosis
"stomach pain, fever",Brown,None,Shigellosis
"fever, feeling need to pass stool, stomach pain",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever, stomach pain",Cloudy,Fecal,Shigellosis
"stomach pain, diarrhea (bloody), fever, feeling need to pass stool",Cloudy,Foul,Shigellosis
"fever, stomach pain, diarrhea (bloody), feeling need to pass stool",Cloudy,Fecal,Shigellosis
"fever, diarrhea (bloody), feeling need to pass stool, stomach pain",Brown,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody)",Brown,Foul,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain, fever",Cloudy,None,Shigellosis
"diarrhea (bloody), stomach pain, feeling need to pass stool",Brown,None,Shigellosis
"diarrhea (bloody), fever, stomach pain",Brown,Fecal,Shigellosis
"diarrhea (bloody), stomach pain, fever, feeling need to pass stool",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, stomach pain, fever, diarrhea (bloody)",Cloudy,None,Shigellosis
"fever, feeling need to pass stool, diarrhea (bloody)",Cloudy,Foul,Shigellosis
"diarrhea (bloody), fever",Brown,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), stomach pain",Cloudy,Foul,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain",Brown,None,Shigellosis
"feeling need to pass stool, stomach pain, diarrhea (bloody), fever",Cloudy,None,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever, stomach pain",Brown,Fecal,Shigellosis
"stomach pain, fever, feeling need to pass stool, diarrhea (bloody)",Brown,Foul,Shigellosis
"diarrhea (bloody), fever, stomach pain",Brown,None,Shigellosis
"fever, diarrhea (bloody), stomach pain, feeling need to pass stool",Brown,None,Shigellosis
"feeling need to pass stool, fever, diarrhea (bloody)",Cloudy,None,Shigellosis
"fever, stomach pain, diarrhea (bloody)",Brown,None,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool, fever",Cloudy,Foul,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain",Cloudy,Foul,Shigellosis
"diarrhea (bloody), stomach pain, feeling need to pass stool",Cloudy,None,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever, stomach pain",Cloudy,None,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool",Brown,Foul,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), feeling need to pass stool, fever",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever, stomach pain",Brown,Fecal,Shigellosis
"stomach pain, fever",Brown,Fecal,Shigellosis
"diarrhea (bloody), feeling need to pass stool, stomach pain, fever",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), stomach pain, feeling need to pass stool, fever",Brown,Foul,Shigellosis
"feeling need to pass stool, stomach pain",Brown,Fecal,Shigellosis
"fever, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"fever, feeling need to pass stool",Brown,Foul,Shigellosis
"diarrhea (bloody), stomach pain",Brown,None,Shigellosis
"fever, diarrhea (bloody), stomach pain, feeling need to pass stool",Brown,None,Shigellosis
"feeling need to pass stool, fever, stomach pain, diarrhea (bloody)",Brown,Fecal,Shigellosis
"stomach pain, feeling need to pass stool, diarrhea (bloody), fever",Brown,None,Shigellosis
"stomach pain, feeling need to pass stool, fever, diarrhea (bloody)",Brown,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain",Brown,None,Shigellosis
"fever, stomach pain",Cloudy,None,Shigellosis
"fever, diarrhea (bloody), stomach pain, feeling need to pass stool",Brown,None,Shigellosis
"stomach pain, fever, feeling need to pass stool, diarrhea (bloody)",Brown,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody)",Brown,None,Shigellosis
"feeling need to pass stool, stomach pain, diarrhea (bloody), fever",Brown,Fecal,Shigellosis
"fever, feeling need to pass stool, stomach pain, diarrhea (bloody)",Brown,Foul,Shigellosis
"fever, diarrhea (bloody), stomach pain",Brown,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain, fever",Cloudy,Fecal,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool, fever",Cloudy,Foul,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,None,Shigellosis
"feeling need to pass stool, fever, stomach pain",Cloudy,None,Shigellosis
"feeling need to pass stool, stomach pain",Brown,Fecal,Shigellosis
"feeling need to pass stool, fever",Cloudy,Fecal,Shigellosis
"fever, feeling need to pass stool, stomach pain, diarrhea (bloody)",Cloudy,None,Shigellosis
"stomach pain, fever",Brown,Foul,Shigellosis
"stomach pain, fever, diarrhea (bloody)",Cloudy,None,Shigellosis
"fever, stomach pain",Cloudy,Fecal,Shigellosis
"stomach pain, feeling need to pass stool, fever, diarrhea (bloody)",Brown,Foul,Shigellosis
"diarrhea (bloody), stomach pain, feeling need to pass stool",Cloudy,None,Shigellosis
"stomach pain, feeling need to pass stool",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, fever",Cloudy,Foul,Shigellosis
"fever, feeling need to pass stool, stomach pain, diarrhea (bloody)",Cloudy,None,Shigellosis
"feeling need to pass stool, stomach pain, fever",Brown,Fecal,Shigellosis
"fever, stomach pain, diarrhea (bloody), feeling need to pass stool",Brown,Foul,Shigellosis
"diarrhea (bloody), stomach pain",Brown,Fecal,Shigellosis
"feeling need to pass stool, stomach pain, fever, diarrhea (bloody)",Cloudy,Foul,Shigellosis
"feeling need to pass stool, fever, diarrhea (bloody)",Brown,Foul,Shigellosis
"stomach pain, feeling need to pass stool, fever, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody), stomach pain",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever",Brown,Foul,Shigellosis
"stomach pain, fever, feeling need to pass stool",Cloudy,None,Shigellosis
"feeling need to pass stool, stomach pain, fever",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, fever",Cloudy,Foul,Shigellosis
"feeling need to pass stool, stomach pain",Brown,None,Shigellosis
"feeling need to pass stool, fever, stomach pain, diarrhea (bloody)",Cloudy,None,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,None,Shigellosis
"fever, stomach pain",Cloudy,Foul,Shigellosis
"fever, diarrhea (bloody), feeling need to pass stool, stomach pain",Brown,Fecal,Shigellosis
"diarrhea (bloody), stomach pain, fever",Cloudy,Fecal,Shigellosis
"fever, feeling need to pass stool, diarrhea (bloody), stomach pain",Cloudy,Foul,Shigellosis
"diarrhea (bloody), fever, stomach pain",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), stomach pain, fever, feeling need to pass stool",Brown,None,Shigellosis
"fever, stomach pain, diarrhea (bloody), feeling need to pass stool",Brown,Fecal,Shigellosis
"diarrhea (bloody), feeling need to pass stool",Cloudy,None,Shigellosis
"stomach pain, fever",Cloudy,Foul,Shigellosis
"fever, diarrhea (bloody)",Brown,Foul,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever",Brown,Fecal,Shigellosis
"diarrhea (bloody), fever, feeling need to pass stool",Cloudy,None,Shigellosis
"feeling need to pass stool, stomach pain, diarrhea (bloody), fever",Cloudy,None,Shigellosis
"feeling need to pass stool, fever",Brown,Fecal,Shigellosis
"stomach pain, feeling need to pass stool",Brown,Fecal,Shigellosis
"stomach pain, feeling need to pass stool",Cloudy,Foul,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool",Cloudy,Fecal,Shigellosis
"stomach pain, fever",Brown,Fecal,Shigellosis
"diarrhea (bloody), fever, stomach pain",Brown,Foul,Shigellosis
"fever, stomach pain",Cloudy,Foul,Shigellosis
"stomach pain, feeling need to pass stool, fever",Brown,None,Shigellosis
"stomach pain, diarrhea (bloody), fever",Cloudy,None,Shigellosis
"fever, stomach pain, diarrhea (bloody), feeling need to pass stool",Brown,Fecal,Shigellosis
"fever, diarrhea (bloody), stomach pain, feeling need to pass stool",Cloudy,Foul,Shigellosis
"stomach pain, feeling need to pass stool",Brown,Foul,Shigellosis
"stomach pain, feeling need to pass stool",Cloudy,None,Shigellosis
"feeling need to pass stool, stomach pain",Brown,Foul,Shigellosis
"fever, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"fever, feeling need to pass stool, stomach pain",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, fever, diarrhea (bloody)",Brown,Foul,Shigellosis
"fever, feeling need to pass stool, stomach pain, diarrhea (bloody)",Brown,Fecal,Shigellosis
"feeling need to pass stool, diarrhea (bloody)",Cloudy,Fecal,Shigellosis
"stomach pain, diarrhea (bloody), fever",Brown,Foul,Shigellosis
"fever, stomach pain, diarrhea (bloody), feeling need to pass stool",Cloudy,None,Shigellosis
"fever, diarrhea (bloody), feeling need to pass stool, stomach pain",Cloudy,Fecal,Shigellosis
"diarrhea (bloody), fever, stomach pain",Brown,Fecal,Shigellosis
"stomach pain, diarrhea (bloody), feeling need to pass stool, fever",Brown,None,Shigellosis
"feeling need to pass stool, fever",Brown,Fecal,Shigellosis
"diarrhea (bloody), stomach pain",Cloudy,Fecal,Shigellosis
"feeling need to pass stool, fever",Brown,None,Shigellosis
"feeling need to pass stool, diarrhea (bloody), fever",Brown,Fecal,Shigellosis
"fever, stomach pain, feeling need to pass stool",Cloudy,Fecal,Shigellosis
"fever, diarrhea (bloody), stomach pain, feeling need to pass stool",Cloudy,Fecal,Shigellosis
